sy_name,hostname,hd_name,hip_name,sy_snum,sy_pnum,sy_mnum,cb_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,sy_refname,ra,dec,glat,glon,sy_dist,sy_vmag,sy_gaiamag,rocky_count,gas_giant_count,ice_giant_count,has_rocky_planet,has_gas_giant,has_ice_giant,has_rocky_planet_in_carbon_zone,has_rocky_planet_in_sulfur_zone,has_rocky_planet_in_silicon_zone,has_gas_planet_in_carbon_zone,has_gas_planet_in_sulfur_zone,has_gas_planet_in_silicon_zone,distance_from_sol_ly,calculated_x,calculated_y,calculated_z,carbon_ranking,sulfur_ranking,silicon_ranking,combined_score,stability_score,stability_symbol,manual_entry,distance_from_origin_ly,origin_hostname
Gl 725,Gl 725 B,HD 173740,HIP 91772,2.0,1.0,0.0,0,<a refstr=CORTES_ZULETA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...693A.164C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2025</a>,M4,3379.0,0.28,0.25,,,-2.038,,,,,135.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,280.695353,59.62706,24.2296,89.28489,6.842357,9.7,,0,0,0,0,0,0,0,0,0,0,0,0,22.31675789692,2.094151839003506,-11.08791464607376,19.253840134018002,0.0,0.0,0.0,0.0,0,circle,0,22.31675789692,Sol
Gliese 48,Gliese 48,,HIP 4856,1.0,1.0,0.0,0,<a refstr=CONZO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026OEJV..273....1C/abstract target=ref>Conzo et al. 2026</a>,M3.5 V,3450.0,0.463,0.47,,,-1.56384,,,,,51.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15.6582402,71.6781735,8.82577,123.82195,8.23366,9.98,8.93343,0,0,0,0,0,0,0,0,0,0,0,0,26.8545761096,8.128558656527076,2.2784435415113,25.493204726394115,0.0,0.0,0.0,0.0,0,circle,0,26.8545761096,Sol
HD 285968,HD 285968,HD 285968,HIP 21932,1.0,1.0,0.0,0,<a refstr=VON_BRAUN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.438.2413V/abstract target=ref> von Braun et al. 2014</a>,M2,3679.0,0.4525,0.45,0.15,[Fe/H],-1.472,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,70.7353853,18.953358,-17.42723,180.02116,9.47045,9.95,8.99955,0,0,0,0,0,0,0,0,0,0,0,0,30.888440901999996,9.638541876245775,27.577943131359785,10.032514365785307,0.0,0.0,0.0,0.0,0,circle,0,30.888440901999996,Sol
HIP 15799,GJ 3222,HD 21175,HIP 15799,2.0,1.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,K0V,5045.0,0.98,0.86,,,-0.252,4.43,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,50.8972464,-40.0762325,-56.09164,245.24126,18.23817,6.9,,0,0,0,0,0,0,0,0,0,0,0,0,59.484885745199996,28.70826440003909,35.32204288141712,-38.29674234109575,0.0,0.0,0.0,0.0,0,circle,0,59.484885745199996,Sol
HIP 64797 A,HD 115404 A,HD 115404 A,HIP 64797 A,1.0,2.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,K2V,4899.0,0.79,0.75,,,-0.495,4.4,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,199.2155793,17.0160384,78.30331,334.41024,10.9816,6.50066,6.28558,0,2,0,0,1,0,0,0,0,0,0,1,35.817147296,-32.34104833628498,-11.272205817331256,10.481507951872311,0.0,0.0,1.0,0.3333333333333333,0,circle,0,35.817147296,Sol
HIP 79431,HIP 79431,,HIP 79431,1.0,1.0,0.0,0,<a refstr=APPS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..156A/abstract target=ref> Apps et al. 2010 </a>,M3 V,3191.0,,0.49,0.4,[Fe/H],,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,243.1742467,-18.8764247,22.96885,355.19966,14.5324,11.394,10.2351,0,1,0,0,1,0,0,0,0,0,0,1,47.398294544,-20.23946405919729,-40.02261850681231,-15.334680568385076,0.0,0.0,1.0,0.3333333333333333,0,circle,0,47.39829454400001,Sol
HIP 83020 A,HD 153557,HD 153557,HIP 83020 A,1.0,3.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,K0,4649.0,0.84,0.73,,,-0.538,4.56,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,254.4706516,47.3678558,38.46731,73.37904,17.9412,7.83,7.50548,0,2,0,0,1,0,0,0,0,0,0,2,58.51630027199999,-10.610869033745432,-38.18559263006042,43.05145028175756,0.0,0.0,2.0,0.6666666666666666,0,circle,0,58.51630027199999,Sol
LTT 1445,LTT 1445 A,,HIP 14101,3.0,2.0,0.0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M3.0,3340.0,0.265,0.257,-0.34,[Fe/H],,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,45.4624781,-16.5944956,-58.07573,200.48712,6.86929,10.59,10.0469,0,0,0,0,0,0,0,0,0,0,0,0,22.4046014924,15.059564320401531,15.304662564345819,-6.398671292108482,0.0,0.0,0.0,0.0,0,circle,0,22.4046014924,Sol
GJ 180,GJ 180,,HIP 22762,1.0,3.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,M3,3562.0,0.42,0.39,,,-1.523,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,73.460097,-17.776194,-33.72746,216.96953,11.9407,10.914,9.93395,0,0,0,0,0,0,0,0,0,0,0,0,38.945309492,10.557731487853959,35.55136518915503,-11.889990346731935,0.0,0.0,0.0,0.0,0,circle,0,38.94530949200001,Sol
GJ 3082,GJ 3082,,HIP 5812,1.0,1.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,M4,3613.0,0.47,0.42,,,-1.523,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18.6432425,-53.9407751,-62.85069,295.46265,16.6186,11.041,10.2011,0,0,0,0,0,0,0,0,0,0,0,0,54.202561016,30.230650083056666,10.19914408005022,-43.81783742134435,0.0,0.0,0.0,0.0,0,circle,0,54.202561016,Sol
GJ 422,GJ 422,HD 304043,HIP 55042,1.0,1.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3428.0,0.370328,0.357646,,,-1.76797,4.85435,,9.92794,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,168.9810458,-57.5425629,2.98047,290.36745,12.6631,11.66,10.4771,0,0,0,0,0,0,0,0,0,0,0,0,41.301460436,-21.756735331957685,4.236550780445257,-34.8497738776929,0.0,0.0,0.0,0.0,0,circle,0,41.301460436,Sol
GJ 667,HIP 84709,HD 156384,HIP 84709,3.0,5.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,M1.5V,4810.0,0.52,0.59,,,-0.886,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,259.737426,-34.989899,1.42368,351.8417,6.97107,5.91,,0,0,0,0,0,0,0,0,0,0,0,0,22.7365630692,-3.318577106689761,-18.328999143089643,-13.037873162417362,0.0,0.0,0.0,0.0,0,circle,0,22.736563069199995,Sol
GJ 676,WDS J17302-5138 B,,,2.0,4.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3217.0,0.310503,0.288636,,,-2.03137,4.91429,,13.593108,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,262.5657915,-51.6404063,-9.55464,339.10746,15.9611,13.628,11.9754,0,0,0,0,0,0,0,0,0,0,0,0,52.058085315999996,-4.1801248884357864,-32.035415042614886,-40.82037463978519,0.0,0.0,0.0,0.0,0,circle,0,52.058085315999996,Sol
GJ 682,GJ 682,,HIP 86214,1.0,2.0,0.0,0,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M3.5 V,3028.0,,0.27,,,-2.69897,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,264.2610245,-44.3232519,-6.63429,345.9806,5.00671,10.94,9.57025,0,0,0,0,0,0,0,0,0,0,0,0,16.3296850676,-1.168201206278437,-11.623852794377479,-11.409643577399379,0.0,0.0,0.0,0.0,0,circle,0,16.3296850676,Sol
GJ 720,GJ 720 B,,,2.0,1.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3311.0,0.297321,0.273564,,,-2.01902,4.92868,,14.674036,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,278.8665175,45.7629299,21.71119,74.42165,15.5489,13.026,11.7656,0,0,0,0,0,0,0,0,0,0,0,0,50.713670283999996,5.453120785274095,-34.95653761580352,36.3342855343323,0.0,0.0,0.0,0.0,0,circle,0,50.713670283999996,Sol
GJ 896,GJ 896 A,,HIP 116132 A,2.0,1.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3345.0,0.394682,0.385464,,,-1.75523,4.83156,,8.839089,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,352.9700384,19.9370011,-39.14311,98.57856,6.26022,10.05,9.03758,0,1,0,0,1,0,0,0,0,0,0,0,20.4180831432,19.050091063085354,-2.34916973856976,6.962294971499822,0.0,0.0,0.0,0.0,0,circle,0,20.418083143200004,Sol
HD 147379,HIP 79762,HD 147379 B,HIP 79762,2.0,1.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3438.0,0.458479,0.455567,,,-1.57744,4.77398,,6.664376,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,244.1834312,67.2566283,39.4605,99.91985,10.7612,10.615,9.60855,0,0,0,0,0,0,0,0,0,0,0,0,35.098299472,-5.909249731812442,-12.214854446522828,32.36925585001193,0.0,0.0,0.0,0.0,0,circle,0,35.098299472,Sol
HD 211970,HD 211970,HD 211970,HIP 110443,1.0,1.0,0.0,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K7 V,4127.0,,0.61,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,335.5661579,-54.5596006,-51.44875,337.2469,13.1277,10.24,8.40444,0,0,0,0,0,0,0,0,0,0,0,0,42.816781212,22.60398941796266,-10.26972713988756,-34.8836511882166,0.0,0.0,0.0,0.0,0,circle,0,42.816781211999995,Sol
HIP 38594,HIP 38594,,HIP 38594,2.0,2.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,M,3954.0,0.71,0.57,,,-0.959,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,118.5439118,-25.3023073,1.29682,242.4005,17.7886,9.75,9.08528,0,1,0,0,1,0,0,0,0,0,0,0,58.018586215999996,-25.063535221352232,46.07704088502862,-24.796811327081176,0.0,0.0,0.0,0.0,0,circle,0,58.018586215999996,Sol
HIP 48714,HIP 48714,,HIP 48714,1.0,1.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,M2,3831.0,0.63,0.52,,,-1.097,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,149.0332672,62.7859505,44.35805,149.22209,10.5298,8.99,8.22861,0,1,0,0,1,0,0,0,0,0,1,1,34.343574487999994,-13.467249521573951,8.081301151493145,30.541887149214368,0.0,1.0,1.0,0.6666666666666666,0,circle,0,34.34357448799999,Sol
HIP 86057,GJ 680,,HIP 86057,2.0,1.0,0.0,0,<a refstr=TURNBULL_2015 href=https://ui.adsabs.harvard.edu/abs/2015arXiv151001731T/abstract target=ref>Turnbull 2015</a>,K5,3563.0,0.47,0.42,,,-1.523,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,263.8072214,-48.6788427,-8.6634,342.07898,9.67315,10.129,9.28322,0,0,0,0,0,0,0,0,0,0,0,0,31.549559113999997,-2.247179726786042,-20.709951671705838,-23.694361466790166,0.0,0.0,0.0,0.0,0,circle,0,31.549559113999994,Sol
Kapteyn,Kapteyn,HD 33793,HIP 24186,1.0,1.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3742.0,0.301994,0.278894,,,-1.79289,4.92351,,14.276042,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,77.9586613,-45.0430198,-35.97592,250.56446,3.93305,8.86,8.06198,0,0,0,0,0,0,0,0,0,0,0,0,12.827878558,1.8908800143793554,8.864437565828618,-9.07748796262178,0.0,0.0,0.0,0.0,0,circle,0,12.827878558,Sol
Ross 458,Ross 458,,HIP 63510,2.0,1.0,0.0,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3646.0,0.562566,0.556419,,,-1.29769,4.68312,,4.406031,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,195.1912147,12.3755996,75.08626,311.81455,11.5094,9.76,8.90809,0,1,0,0,1,0,0,0,0,0,0,0,37.538598664,-35.38509481825076,-9.608091531725998,8.0452490003878,0.0,0.0,0.0,0.0,0,circle,0,37.538598664,Sol
TOI-4527,TOI-4527,,HIP 6069,1.0,1.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3702.0,0.485948,0.483997,,,-1.39838,4.74973,,5.946196,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19.4722574,5.4711996,-56.779,135.00951,18.1037,10.917,10.1927,0,0,0,0,0,0,0,0,0,0,0,0,59.046303771999995,55.415418749408936,19.593437280205528,5.629793025468161,0.0,0.0,0.0,0.0,0,circle,0,59.046303772,Sol
LTT 1445,LTT 1445 B,,,3.0,2.0,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,0.384692,0.374101,,,,4.84083,,9.264349,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,45.462819,-16.591852,-58.07432,200.48285,17.94686,10.6,,0,0,0,0,0,0,0,0,0,0,0,0,58.5347607016,39.34525608759739,39.98608602878478,-16.71472278841555,0.0,0.0,0.0,0.0,0,circle,0,58.53476070159999,Sol
HIP 15799,HD 21175 B,HD 21175 B,,2.0,1.0,0.0,0,<a refstr=PHILIPOT_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...678A.107P/abstract target=ref>Philipot et al. 2023</a>,,,,1.05,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,50.8980548,-40.0766004,-56.09096,245.2417,17.7019,10.8257,10.1233,0,0,0,0,0,0,0,0,0,0,0,0,57.73580896399999,27.86350045137155,34.2836514275398,-37.170959418864456,0.0,0.0,0.0,0.0,0,circle,0,57.735808964,Sol
